Argus v4 evolution (K-fold + slippage) — run v4, budget 10 min, seed 42

Data: 3951 bars, 71 curated events
Train: 2010-08-18 → 2022-12-31 (2602 bars, 7.1yr)
Test:  2023-01-01 → 2026-09-10 (1349 bars, 3.7yr)
Indicators + event-state precomputed

Buy-hold train: $1000 → $236320000
Buy-hold test:  $1000 → $4702

K-fold: 4 folds within train slice
  Fold 0: 2010-08-18 → 2017-08-27 (650 bars)
  Fold 1: 2017-08-28 → 2019-06-08 (650 bars)
  Fold 2: 2019-06-09 → 2021-03-19 (650 bars)
  Fold 3: 2021-03-20 → 2022-12-31 (652 bars)

Gen    1 | fit   4.200 | fold Calmar 10.84/ 0.66/ 5.40/-0.10 | fold DD 35/25/20/24%
Gen 14586 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14591 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14596 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14601 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14606 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14611 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14616 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14621 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14626 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14631 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14636 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14641 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14646 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14651 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14656 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14661 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14666 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14671 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14676 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14681 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14686 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14691 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14696 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14701 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14706 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14711 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14716 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14721 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14726 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14731 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14736 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14741 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14746 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14751 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14756 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14761 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14766 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14771 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14776 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14781 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14786 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14791 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14796 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14801 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14806 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14811 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14816 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14821 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14826 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14831 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14836 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14841 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14846 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14851 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14856 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14861 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14866 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14871 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14876 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14881 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14886 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14891 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14896 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14901 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14906 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14911 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14916 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14921 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14926 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14931 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14936 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14941 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14946 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14951 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14956 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14961 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14966 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14971 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14976 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14981 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14986 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14991 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 14996 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15001 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15006 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15011 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15016 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15021 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15026 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15031 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15036 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15041 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15046 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15051 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15056 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15061 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15066 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15071 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15076 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15081 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15086 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15091 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15096 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15101 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15106 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15111 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15116 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15121 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15126 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15131 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15136 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15141 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15146 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15151 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15156 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15161 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15166 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15171 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15176 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15181 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15186 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15191 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15196 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15201 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15206 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15211 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15216 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15221 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15226 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15231 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15236 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15241 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15246 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15251 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15256 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15261 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15266 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15271 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15276 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15281 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15286 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15291 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15296 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15301 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15306 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15311 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15316 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15321 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15326 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15331 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15336 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15341 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15346 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15351 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15356 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15361 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15366 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15371 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15376 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15381 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15386 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15391 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15396 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15401 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15406 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15411 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15416 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15421 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15426 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15431 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15436 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15441 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15446 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15451 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15456 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15461 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15466 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15471 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15476 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15481 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15486 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15491 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15496 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15501 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15506 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15511 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15516 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15521 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15526 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15531 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15536 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15541 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15546 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15551 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15556 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15561 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15566 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15571 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15576 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15581 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15586 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15591 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15596 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15601 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15606 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15611 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15616 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15621 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15626 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15631 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15636 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15641 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15646 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15651 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15656 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15661 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15666 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15671 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15676 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15681 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15686 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15691 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15696 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15701 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15706 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15711 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
Gen 15716 | fit 149.890 | fold Calmar 597.22/ 0.40/ 1.26/ 0.67 | fold DD 21/30/34/22%
